日期,標題,內容,網址
"

                    				2019-01-19                    			","
    							台灣販售預告｜Curry 6「百步穿楊」新戰靴竟然有跑鞋科技！就連周董也搶先著用！        					","
Stephen Curry 身為當代聯盟最強射手，百步穿楊的三分神射，早已是 NBA 每天上演的進球戲碼。對於這位改變聯盟球風的驚人球員，會有這樣的傳奇故事，都是來自他的第二個家鄉─奧克蘭！若不是金州勇士在 2009 選入他，或許這位金州傳奇將可能不再誕生。

 
作為他最新一代的戰靴 Curry 6，他也對奧克蘭有所回應，利用搶眼的紅色帶出與奧克蘭土地的強烈連結。並且此回的 Curry 6 利用了分割式外底結構，讓抓地性再度升級；全新 Speed Plate 科技鞋底，則穩固腳趾動能，讓每次的突破擁有運作的順暢感；此回更是首度搭載品牌 HOVR 中底科技，為籃球鞋注入了跑鞋新思維，在長時間的跑動下，降地負擔感。
    
Curry 6 “Heart of the Town” 早先 Stephen Curry 也已經身穿上陣，就連周杰倫以及他的老婆昆凌也都親自著用，台灣目前也已經上架販售，發售價格為 NT$5,280。
 

延伸閱讀：周董想改練三分！？與 STEPHEN CURRY 同步大曬 CURRY 6 全新鮮紅配色！
延伸閱讀：NBA｜這到底有沒有「走步」！HARDEN、CURRY、IRVING「雙重後撤步」究竟是巨星哨，還是真實力？
",https://www.cool-style.com.tw/wd2/archives/387685
"

                    				2019-01-19                    			","
    							Nike Air Max 全新科技大作 Air Max 720 即將大出！多樣化配色一次看詳細        					","
去年 7 月份，Nike 以公布諜照的方式宣布 Air Max 系列即將迎來最新成員 – Air Max 720 ，它不僅是擁有 Nike 史上最厚氣墊，保證舒適性的同時也更加環保，有 70% 的部件使用再生材料打造。為了維持系列對於有機、自然的一慣性，Air Max 720 的首發鞋款都將由自然景觀為主題，包括北極光、日出、日落、日蝕等等。色彩的漸變將是此次發布的設計重點，並且不只是同色系深额過度這樣程度的處理，而是會有強烈對比的撞色款式。Nike Air Max 720 首發系列定價為 $180 美金，並由「Northern Lights (Night and Day)」領銜於 2 月 1 日於 Nike 指定店舖及官網發售，「Sunrise」、「Sunset」配色於 2 月 21 日，「Total Eclipse」、「Sea Forest」和「Pink Sea」配色於 2 月 28 日發售。感興趣的朋友請隨時留意 CooL 的後續報導。
      
Source: hypebeast
文/Angel
",https://www.cool-style.com.tw/wd2/archives/387493
"

                    				2019-01-19                    			","
    							Nike 正常發揮？「黑魂自動綁鞋帶」Air Mag x Adapt BB 誰受得了？！        					","
眾所皆知，Nike 至今所做的一切目的，皆是要突破時代下已知的條件限制，而前兩天有一雙以 Flyknit 編織材料打造輪廓，搭配 QuadFit 網狀物，並擁有能自動適應足部隨時幫籃球員適時調節鬆緊度的 Adapt BB，終於經過多年測試後誕生於世界上。而相信許多 Sneakerheads 看過這雙搭載超高科技的籃球鞋後，也會想到哪雙鞋都無法取代的終極神鞋 －Nike Air Mag。 最近，潮流設計師 Jeff Cole 便已兩者為靈感，締造出一雙更具摩登視覺的超未來球鞋。設計上將 Adapt BB 整個外觀挪移至 Air Mag 輪廓當中，無論是融入延伸式的 Swoosh、Power Laces 系統及面料組成皆毫無違和，看起來就如真實存在一般，如果你也期待 Nike 會看見並釋出的話，歡迎到 COOL 粉絲團留言你的看法。

image via cole
延伸閱讀：這位阿公去鞋店問 AIR MAG 值多少錢，被回答：「NIKE OUTLET 找得到」！
延伸閱讀：「NIKE AIR MAG 腐鏽版本」EBAY 拍賣標出天價！入手價格根本可以付房屋頭期款！
source / IG
",https://www.cool-style.com.tw/wd2/archives/387304
"

                    				2019-01-19                    			","
    							NASA 聯名效應不斷擴大！ NIKE 這次推出的 AIR MAX 將以火星作為靈感來源！        					","
隨著人類社會的科技日新月異，登上月球早已經是 50 年前就成功做到的事，而在美國太空總署 NASA 不斷宣揚的情況下，幾十年下來人類已經漸漸對外太空的世界感到憧憬，其崇拜程度甚至會將其作為題材來開發許多商機，而近期當然是 NASA 分別與 Vans 及 Nike 合作的鞋款最具有話題性，也或許是因為在販售前大家的反映非常好，Nike 在最近更是即將發售一雙以火星為題材的 Air Max 90，橘紅色的鞋面印上火星地表的圖像，立體壓紋的設計也讓人直接聯想到如同月球表凹凸不同的造型，中底的黑色潑墨彷彿象徵了那充滿未知的外太空，搭配上使用反光布料打造的帽款，相信對於太空主題有興趣的朋友這樣的組合絕對要列入購買清單了吧！



image via pyrates
根據消息這雙 Air Max 90 “Mars Landing” 將於 3 月販售，太空迷的朋友到時候可別錯過了！
文/Walker’s
source / VSM
延伸閱讀：PAUL GEORGE 找來 NASA 合作 PG3，「三大重點」是要去拯救困在外星球的鋼鐵人？
延伸閱讀：台灣販售預告 │ VANS 致敬 NASA 60 週年成就歷程！THE SPACE VOYAGER 限定系列，本週正式開賣！
",https://www.cool-style.com.tw/wd2/archives/387297
"

                    				2019-01-19                    			","
    							全民 Yeezy 繼續衝！Yeezy Boost 350 V2「HYPERSPACE」高冷新色曝光        					","
Yeezy Boost 350 V2 本周迎來最實搭的「全白」配色再次補貨，從網路聲量來看鞋迷對 Yeezy 的熱情並未縮減太多。稍早爆料大神 @yeezymafia 再度曝光了全新的 Yeezy Boost 350 V2 “HYPERSPACE” 配色。延續去年年末 Yeezy Boost 350 V2 “Static” 的設計，使用半透明物料取代過往 V2 鞋側的「SPLY-350」字樣，灰藍色調搭配全新的 Primeknit 編織紋路，高冷而獨特。只不過目前尚未有具體的販售情報，想知道更多相關資訊請留意 CooL 的後續報導。

Source: @yeezymafia
",https://www.cool-style.com.tw/wd2/archives/387721
"

                    				2019-01-19                    			","
    							球鞋市場的 Young OG ！Travis Scott x Air Jordan 1 細節圖曝光        					","
以 Travis Scott 現在搶手的程度，稱他為 Young OG 也不過分吧！2018 年無疑是 Travis Scott 聲勢大漲的一年，隨著 2019 年的來到，其火熱程度絲毫不減，不僅有還在進行中的 Astroworld 巡演，不久前也宣佈接下今年美國最大的體育盛事「超級碗」的中場表演。除了在演藝活動上活躍外，Travis Scott 在時尚圈的作為也是讓人非常期待，在目前已知與 Jordan 的幾個合作項目中，即將發售的 Air Jordan 1 絕對是焦點。

此番 Travis Scott x Air Jordan 1 合作在設計上有不少驚艷的小巧思，鞋外側可以看到最能夠代表 Nike 的勾勾標誌被反轉了過來，勾勾的「小腹」還有部分消失在鞋底裏。再仔細看一點，便能夠發現在勾勾之下，隱藏著猶如立可白寫上去的「Cactus Jack」Logo 字樣，鞋後跟的壓花小人頭則是一個令人會心一笑的小細節。腳踝處做了雙層的設計，鞋面柔軟的摔花皮革及棕色麂皮搭配更是完美的架構起了這雙 Air Jordan 1。
 
目前的消息指出此 Travis Scott x Air Jordan 1 合作款將於四月上市，但根據過往的經驗，Nike 也有可能在超級碗的半場表演時於 SNKRS App 上給大家送上個大驚喜。
 
Source: Sneakernews
文/Angel
",https://www.cool-style.com.tw/wd2/archives/387510
"

                    				2019-01-19                    			","
    							潮流快訊！余文樂將送出兩雙親筆簽名 Timberland x MADNESS 靴款給台灣粉絲！        					","
由余文樂主導，再度聯手的 Timberland x MADNESS 早前在上海發表，不僅有延續上回聯名血液的 TYPE-MD02 ，訪談時阿樂提到因為上一次聯名太多人反應沒買到，所以推出了更多經典款式的合作，於是有了中筒靴與帆船鞋的款式，甚至連女生也想要，尺寸也特別再抓大一些！這番話想必讓非常多流行人士與鞋癡們相當興奮！

 
不僅推出三雙限量款式，主線系列同樣由 MADNESS 操刀，一共多達九款選擇！發布會上余文樂更一時興起，直接在靴款鞋墊上簽名，並寫上編號，因為自己也收藏鞋子，能得到這些鞋是多有意義的事情，最讓大家驚喜的是，台灣也拿到兩雙親筆簽名靴款，屆時 Timberland 將會舉辦相關抽獎活動送給台灣消費者喔！

 
更多相關資訊請務必持續 CooL – Style 潮流生活網的報導！
#by E 
粉絲專頁 – sn EA ker
IG – eason_footwear
 
",https://www.cool-style.com.tw/wd2/archives/387709
"

                    				2019-01-19                    			","
    							球鞋外科醫生打造的這雙 SoleFly x AJ 1「豪奢版」，售價接近 $100 萬台幣…        					","
「球鞋外科醫生」The Shoe Surgeon 的改鞋方案，其用料上的專精及特色縫補，一直是備受 Sneakerheads 們的肯定。而這次他們便為我們帶來一雙儘管警察來阻擾也無法停止暴動的 SoleFly x Air Jordan 1 Art Basel Miami「豪奢版」。設計上保留黑色漆皮，並將綠色漆皮與 Swoosh 替換成蟒蛇皮，而為強調定製奢華，似乎還將鐵灰鞋帶「上蠟」，細節不容質疑。感興趣的朋友，這雙 SoleFly x Air Jordan 1 Art Basel Miami「豪奢版」，售價為 $920,000 台幣，實力土豪們可至 1 月 19 日上午 8 點上 theshoesurgeon.com 搶購。


image via theshoesurgeon
source / theshoesurgeon
",https://www.cool-style.com.tw/wd2/archives/387153
"

                    				2019-01-18                    			","
    							Virgil Abloh 最新 Louis Vuitton 2019 秋冬系列鞋款曝光！七彩霓虹帥炸了        					","
作為將街頭文化帶入主流時尚圈的先鋒，Virgil Abloh 推出的第一個 Louis Vuitton 男裝服飾系列獲得空前的成功，特別在紐約和東京打造的限定快閃店更是聚集超過千人排隊的盛況。在系列發售的不久後，Louis Vuitton 男裝也迎來 Virgil Abloh 設計的第二季大秀。隨後，Louis Vuitton 也在其官方 IG 上發布一段這一季最新鞋款的影片。過去在講到鞋子的「科技突破」時，多是著重在氣墊或是面料等技術的革新，但這次講的可就真的是字面上的「科技感」了。
https://cool-style.pixfs.net/cool/2019/01/50578097_323979751544879_4965760913609086127_n.mp4
影片開端可以看到鞋底及鞋身緩緩亮起的變色燈光，接著兩顆圓鈕慢慢開始出現採紅色的 LV 字樣畫面，讓人想起電競電腦 Razor Blade 的畫面。隨後緩緩亮起的燈光揭露了球鞋的真面目，黑色皮革鞋面為底，開機按鈕取代一般 Logo 作為鞋舌上的品牌辨識。除了純黑色款以外，也能在 @supreme_leaks_news 看到一款黑白配色款。目前還不知道此鞋款定價多少，但相信就算是天價，只要是 Virgil Abloh 的作品，勢必依舊引起搶購熱潮。
https://cool-style.pixfs.net/cool/2019/01/50715745_391472464991585_2544552279298539520_n.mp4
https://cool-style.pixfs.net/cool/2019/01/50762524_797783853907790_7697873732911497216_n.mp4
 
延伸閱讀：LV 全新「黑魂無線耳機」，好像讓 AIRPODS 藍牙耳機直接 GET OUT 了？
延伸閱讀：竟然賣得比和 SUPREME 聯名還要好！？VIRGIL ABLOH 所打造的 LV 2019 春夏男裝，獲得空前的成功！
Source: @Louisvuitton / @supreme_leaks_news
文/Angel
",https://www.cool-style.com.tw/wd2/archives/387517
"

                    				2019-01-18                    			","
    							週五球鞋販售預告｜週六補班不寂寞！星巴克買一送一，更是要穿上「余文樂」最新聯名波鞋！        					","
2019 年一月已經過了半個多月，隨著年終、尾牙獎金的入袋，大家是否已經鎖定好目標，準備入手 2019 的第一雙波鞋呢？今番 #週五球鞋販售預告 將再次登陸，繼續收刮你的荷包！那究竟這週又有什麼好貨，就讓我們繼續看下去！

–
Nike x Air Fear of God 1 / Air Shoot Around
  
定價：NT$10,500 / NT$8,800
販售日期：2019/01/19
販售資訊：JUICE-Taipei/INVINCIBLE
–
adidas Originals by HAVE A GOOD TIME

定價：NT$4,980
販售日期：2019/01/19
販售資訊：JUICE-Taipei/adidas originals store Taipei
–
adidas Originals YEEZY Boost 350 V2 “Cream White”

image via_43einhalb
定價：NT$8,800
販售日期：2019/01/19
販售資訊：JUICE-Taipei/INVINCIBLE/adidas originals store Taipei/微笑運動用品
–
MADNESS x TIMBERLAND “ALTERATION”
  
定價：6 吋靴 NT$9,900/中筒靴 NT$8,500/三孔船鞋 NT$6,900
販售日期：2019/01/20
販售資訊：INVINCIBLE
–
Vans V36 OG BILLY’S

定價：NT$2,780
販售日期：2019/01/19
販售資訊：INVINCIBLE
–
Air Jordan 4 “Black Laser”

定價：NT$6,700
販售日期：2019/01/19
販售資訊：Jordan Ximending 西門町/Jordan 16 Songgao/尚智運動世界/微笑運動用品
–
PUMA NOVA GRL PWR
 
定價：NT$3,980
販售日期：2019/01/18
販售資訊：PUMA
–
Converse x P.A.M.

定價：NT$3,480
販售日期：2019/01/19
販售資訊：JUICE-Taipei
–
Under Armour Curry 6 “Heart of The Town”

定價：NT$5,280
販售日期：2019/01/19
販售資訊：Under Armour
–
Nike Blazer Mid 77 Vintage

定價：NT$3,600
販售日期：2019/01/19
販售資訊：尚智運動世界/摩曼頓Momentum/微笑運動用品
–
Nike Air Max 98 CNY

定價：NT$7,600
販售日期：2019/01/19
販售資訊：微笑運動用品/摩曼頓Momentum
",https://www.cool-style.com.tw/wd2/archives/387538
"

                    				2019-01-18                    			","
    							肯爺發願『人人有 YEEZY 穿』，球鞋界傳奇 ICON 指標，僅次於斑馬的 YEEZY 350 V2 全白三次方登場        					","
Kanye West 與 adidas Originals 合作聯手推出的『 YEEZY 』系列鞋款，自 2015年 誕生至今，僅用了四年時間便成為「傳奇」的代名詞。各領域中眾所皆知，且甫一出場必是話題保證，除了佔盡社群媒體及街頭談論的日常，在這世代佔有不容被忽視的地位。
Photo via IG@Sneakerbros

波鞋王者 － YEEZY BOOST 350 系列無法被超越的駭人數據

▲YEEZY BOOST 350 Turtle Dove
Photo via sneakernews
回顧 YEEZY 系列首款 YEEZY BOOST 350 Turtle Dove ，以劃世代的科技新材質 Primeknit 編織打造而成，其誇張的記錄也不遑多讓，更是開啟這股 YEEZY 旋風！在首賣時，不到 15 分鐘旋風完售，還贏得了『 2015 年度球鞋』的殊榮。

再拉回到近期來看，轟動一時的指標性鞋款 YEEZY BOOST 350 V2 White/Core Black/Red ，別稱”斑馬”，在潮流圈擁有超高人氣，首批上市時，台灣炒價還曾飆到 5 萬多元一雙，甚至在球鞋交易網 Stockx 上的年交易次數高達 34,033 雙，再往下一看，竟有一話題新寵以僅次於斑馬的 31,915 雙的驚人年銷售量，延續 YEEZY 輝煌的歷史接管潮流戰場，這 YEEZY BOOST 350 V2 “Triple White” 來頭真不小。


系列顛峰之作– 「全白三次方」YEEZY BOOST 350 V2 “Triple White”


Photo via  sneakernews
當純白遇上 YEEZY ，從內到外、白得通透、流線設計、純白呈現，堆疊造就出這雙 YEEZY BOOST 350 V2 “Triple White” 前無古人後無來者的巅峰之作！不僅僅有著極為出眾的逆天顏值，更有著極佳的舒適度，在潮流圈，甚至高端時尚領域，深得眾 ICON 及明星大咖們寵愛。

jQuery( document ).ready(function() {
	jQuery( '#example3_387103' ).sliderPro({
		//width
				width: 1000,
				
		//height
				height: 700,
				
		//autoplay
				autoplay: true,
		autoplayOnHover: 'none',
								autoplayDelay: 5000,
		
		
		arrows: true,
		buttons: true,
		smallSize: 500,
		mediumSize: 1000,
		largeSize: 3000,
		fade: true,
		
		//thumbnail
		thumbnailArrows: true,
		thumbnailWidth: 100,
		thumbnailHeight: 100,
						thumbnailsPosition: 'bottom',
						centerImage: true,
		imageScaleMode: 'cover',
		allowScaleUp: true,
				startSlide: 0,
		loop: true,
		slideDistance: 5,
		autoplayDirection: 'normal',
		touchSwipe: true,
		fullScreen: true,
	});
});


/* Layout 3 */
/* border */
#example3_387103 .sp-selected-thumbnail {
	border: 4px solid #000000;
}

/* font + color */
.title-in  {
	font-family: Arial !important;
	color: #00000 !important;
	background-color: #FFFFFF !important;
	opacity: 0.7 !important;
}
.desc-in  {
	font-family: Arial !important;
	color: #FFFFFF !important;
	background-color: #00000 !important;
	opacity: 0.7 !important;
}

/* bullets color */
.sp-button  {
	border: 2px solid #000000 !important;
}
.sp-selected-button  {
	background-color: #000000 !important;
}

/* pointer color - bottom */
.sp-selected-thumbnail::before {
	border-bottom: 5px solid #000000 !important;
}
.sp-selected-thumbnail::after {
	border-bottom: 13px solid #000000 !important;
}

/* pointer color - top */

/* full screen icon */
.sp-full-screen-button::before {
    color: #FFFFFF !important;
}

/* hover navigation icon color */
.sp-next-arrow::after, .sp-next-arrow::before {
	background-color: #FFFFFF !important;
}
.sp-previous-arrow::after, .sp-previous-arrow::before {
	background-color: #FFFFFF !important;
}

#example3_387103 .title-in {
	color: #00000 !important;
	font-weight: bolder;
	text-align: center;
}

#example3_387103 .title-in-bg {
	background: rgba(255, 255, 255, 0.7); !important;
	white-space: unset !important;
	max-width: 90%;
	min-width: 40%;
	transform: initial !important;
	-webkit-transform: initial !important;
	font-size: 14px !important;
}

#example3_387103 .desc-in {
	color: #FFFFFF !important;
	text-align: center;
}
#example3_387103 .desc-in-bg {
	background: rgba(#00000, 0.7) !important;
	white-space: unset !important;
	width: 80% !important;
	min-width: 30%;
	transform: initial !important;
	-webkit-transform: initial !important;
	font-size: 13px !important;
}

.uris-title{
	font-family: Arial;
}

@media (max-width: 640px) {
	#example3_387103 .hide-small-screen {
		display: none;
	}
}

@media (max-width: 860px) {
	#example3_387103 .sp-layer {
		font-size: 18px;
	}
	
	#example3_387103 .hide-medium-screen {
		display: none;
	}
}
.fnf{
	background-color: #a92929;
	border-radius: 5px;
	color: #fff;
	font-family: initial;
	text-align: center;
	padding:12px;
}
/* Custom CSS */

yz


























Photo via thesolesupplier
鞋面承襲 YEEZY 家族 Primeknit 科技編織面料，淨白極簡的外觀超凡呈現，搭載 BOOST™ 科技中底與高質感橡膠大底，塑造出堅固、防震和高回饋效能的全掌中底結構，鞋後跟結合初代經典的標誌性拉環，營造了絕佳視覺辨識度，走在街頭很難不被它所吸引。

「懂穿」的代名詞 – 潮人群星力推的百搭新寵

YEEZY 系列鞋款除了以上特色迷倒一票潮人外，最為重要的仍舊是它的百搭性， YEEZY BOOST 350 V2 “Triple White” 當然也繼承這特點，甚至將它發揮得淋漓盡致，無論是工裝風、運動風，長褲抑或是短褲，每一種搭配單品，都能跟這雙纯白的 YEEZY 完美契合。
  Photo via  google
也是因為這樣的百搭，加上肯爺獨到的設計理念和潮流敏銳度，一舉將 YEEZY BOOST 350 V2 “Triple White” 推崇至潮流頂端，更在肯爺上腳後，瞬間成為外內外明星 ICON 們的街拍神器！
Photo via  google
像是鹿晗一席機場時尚穿搭，也把最火紅的 Supreme 與 YEEZY BOOST 350 V2 “Triple White” 相乘上身。


Photo via bnibeshr
Justin Bieber 更是這雙 YEEZY BOOST 350 V2 “Triple White” 死忠粉絲，到哪都穿著這雙鞋。

肯爺：「人人都能擁有  YEEZY 」將逐步兌現？！

Photo via google
這雙「全白三次方」從 2017 年首發後，完全讓人無法迴避其視覺衝擊，深陷誘惑。然而肯爺似乎聽見全球鞋迷們努力發願的聲音，逐步兌現「人人都能擁有 YEEZY 」的承諾！
這回發售終於輪到台灣，我應該也可以上腳這雙白帥帥了吧？！

鞋款資訊

YEEZY BOOST 350 V2 Triple White
發售時間： 2019 年 1 月 19 日
想知道進一步發售消息？請務必密切鎖定 adidas Originals 官方粉絲團、 adidas Originals 官方 IG 、 adidas Originals 官方 LOOKBOOK
",https://www.cool-style.com.tw/wd2/archives/387055
"

                    				2019-01-18                    			","
    							Virgil Abloh 親自著用！Off-White x BAPE 重磅話題「最美流星」真身曝光！        					","
Virgil Abloh 早先順利結束了2019 Louis Vuitton 秋冬系列發表會，除了再次讓人感嘆 Virgil Abloh 的鬼才設計外，在結束謝幕時，更是引爆了潮流人士的焦點關注！原因就在於他上腳了一雙疑是最新聯名的 Off-White 聯名球鞋。

image via_Pinterset/commons
從釋出的諜照看來，這款球鞋採用了高質感的黑色鱷魚皮為基底，鞋面上更有一道流星劃過，據傳這就是此回將與 BAPE 合作的新款 BAPESTA，全白的流星在黑色鞋面中，顯得更加耀眼，並且加入了如 “The Ten” 系列般的簽名字樣，還能看見 BAPE 的品牌創立年分 1993！但是目前並沒有釋出太多相關消息，又興趣的朋友還請持續關注 CooL 的後續報導。
  
延伸閱讀：COOL 開箱｜「三方聯名美尻」降臨！BAPE X NEIGHBORHOOD X ADIDAS 不只「陰陽迷彩」，細節搔到你心癢難耐！
延伸閱讀：「聯名正式結束」！OFF-WHITE X NIKE「THE TEN」系列炒價要暴漲啦！
延伸閱讀：COOL CREW SOUL 酷酷掃｜這集來去美國啦！直擊 A BATHING APE 紐約店與猿人迷不可不知的 BAPE HEADS SHOW ！
 
Source/solecollector/Instagram
",https://www.cool-style.com.tw/wd2/archives/387306
"

                    				2019-01-17                    			","
    							UNDERCOVER x Nike 2019 全新聯名鞋款曝光？！不用多說一定又是搶手貨！        					","
相信不用提醒，大家也不會忘記在 2018 年高橋盾 UNDERCOVER 與 Nike 合作的 React Element 87 鞋款吧！直到現在依然點燃整個潮流球鞋圈，穿上街的回頭率絕對超級高。今天 UNDERCOVER 2019 秋冬系列正式曝光，當中最吸人眼球的當然是 Model 腳上的 Nike 最新聯乘鞋履，其中又以 Air Max 720 最受關注。高橋盾今回保留了 Air Max 720 原有的鞋型輪廓與大氣墊鞋底，但在配色與細節上加入 UNDERCOVER 的血液。

另外還有一雙重新建構的靴型球鞋也值得關注。鞋面貌似是一層一層建構起來，並且有著 React Element 的鞋底。目前這兩雙聯名系列都沒有更進一步的相關訊息，感興趣的潮友還請持續鎖定 CooL 的後續報導。
 
Source: sneakernews
文/Angel
延伸閱讀：時尚維度與藝術之間的旅行，全在 UNDERCOVER 2019 秋冬系列
延伸閱讀：黑人親曬 UNDERCOVER X NIKE REACT ELEMENT 87！這聯名系列只入手一雙太可惜了！
 
",https://www.cool-style.com.tw/wd2/archives/387254
"

                    				2019-01-17                    			","
    							COOL 開箱｜「三方聯名美尻」降臨！BAPE x NEIGHBORHOOD x adidas 不只「陰陽迷彩」，細節搔到你心癢難耐！        					","
A Bathing Ape 在去年迎來品牌的第 25 週年，除了有多方聯乘前仆後繼地釋出外，CooL 編輯也獲邀前往紐約，直擊重啟的 BAPE HEADS SHOW！時間剛至 2019 年，BAPE 也沒讓大家閒著，除了釋出每年的基配新春福袋外，更發表了 BAPE x NEIGHBORHOOD x adidas Originals 的三方大魔王聯名，今番編輯也特別在台灣發售前，搶先開箱給你看！


BAPE x NEIGHBORHOOD x adidas Originals

三方的合作早已不是首次，曾經利用 Superstar 等經典款式，注入三品牌文化特色，成就出各自不朽的球鞋文化代表作。也因為三方聯名早就是球鞋圈的金字招牌保證，所以從消息釋出後，大家無不振奮精神期待，而此回果然又是吸人眼球的一大突破！
 
此回聯名的鞋盒採用了傳統的掀蓋式鞋盒，全黑的鞋盒中利用了純白的 Three Stripes，展現出顯眼聚焦，並且在兩側分別加入了三葉草、猿人頭及骷髏頭三個代表性 Logo，也讓鞋盒呈現出低調但具指標性的代表。

這回他們選用了去年才剛發表的 POD S-3.1 為聯名基底！POD S-3.1  最大的特點就是在於它的中底設置，利用了前掌的 EVA 材質、後腳跟的 BOOST 中底，以及將兩者相連的 P.O.D. 橋接結構，所形成的 adidas 全新科技鞋款。三巨頭的聯名彷彿象徵著這三種配置的融洽，再次形成話題佳作。



本回利用了「陰陽」為主軸，外黑內白的配色裝飾，流露出強力的視覺氣場，此外更將兩品牌代表的「猿人頭」與「骷髏頭」當作點綴，隱藏於鞋面其中，形成獨特的迷彩設計。更在外側鞋面中注入了 BAPE 經典的鯊魚圖騰，再次高調宣揚猿人的經典象徵。
 
而在鞋頭處，也分別寫入了「A BATHING APE」、「NEIGHBORHOOD」等品牌字樣，後跟的拉環更是將三者的招牌圖騰還原，完全顯現了三方合作的好交情。內襯的鞋墊處更是利用棋盤格的設計，將品牌字樣置入其中，形成豐富的細節加持！


BAPE x NEIGHBORHOOD x adidas Originals POD S-3.1 售價為 NT$7,200。
預定將在 1 月 19 日 BAPE STORE® TAIPEI 專賣店販售！

延伸閱讀：COOL CREW SOUL 酷酷掃｜這集來去美國啦！直擊 A BATHING APE 紐約店與猿人迷不可不知的 BAPE HEADS SHOW ！
延伸閱讀：紐約直擊｜5大饒舌歌手告訴你誰才是嘻哈共主！“ BAPE HEADS SHOW “制霸地球！
延伸閱讀：每年必搶的福袋就是這包！2019 BAPE HAPPY BAG 開給你看│ COOL UNBOXING
",https://www.cool-style.com.tw/wd2/archives/387159
"

                    				2019-01-17                    			","
    							一腳回到 Ewing 時代！adidas Originals 發布兩款復古 Rivalry Hi 高筒籃球鞋        					","
高筒籃球鞋一直是鞋迷心目中永不退流行的鞋款，此次 adidas Originals 便計畫重新推出兩款復古高筒籃球鞋款 Rivalry Hi，一款為低調經典的黑白配色，另外一雙則是以紐約尼克隊的傳奇中鋒 Patrick Ewing 為主題。
 
此番計畫選用復古球鞋不可少的白色為鞋面底色，並以暖洋洋的藍色線條包覆鞋身，再加上部分區域，包括鞋舌及品牌經典三條槓以亮橘色點綴。而黑白配色款式則是以白色點綴大面積的黑色鞋面以形成強烈的反差。兩款都在厚重的鞋底上有著明顯的縫線。adidas Originals Rivalry Hi 兩款球鞋將於品牌官網及指定店舖販售，具體發售詳情請留意 COOL 的後續報導。
       
Source: hypebeast
文/Angel
",https://www.cool-style.com.tw/wd2/archives/387204
"

                    				2019-01-17                    			","
    							黑白雙煞你要誰！A BATHING APE 全新 BAPESTA Low 系列來襲        					","
A BATHING APE 旗下招牌球鞋大將  BAPESTA Low 在這一季迎來全新的經典鯊魚頭標誌款，一黑、一白的漆皮亮面基礎主調上，可以清楚看到 BAPESTA Low 鞋面外側印有鯊魚頭標誌，並在上方覆蓋了紅色的 STA 星星閃電圖樣，線條延續到後跟，最後停在鞋的內側。而 BAPE 品牌字樣能在銀色鞋帶扣及鞋舌標籤上發現，BAPE 的標語 “WGM” 則出現在鞋後跟，細節這麼滿的鞋款，對 A BATHING APE 死忠粉絲來說絕對是必須購入的鞋款吧。目前有消息指出，A BATHING APE 全新 BAPESTA Low 系列將在 1 月 19 日於 BAPE 指定店點發售，至於台灣的相關上架情報還請鎖定 COOL 的後續報導。
 
Source: Hypebeast
文/Angel
",https://www.cool-style.com.tw/wd2/archives/387044
"

                    				2019-01-17                    			","
    							這雙 GYAKUSOU x NikeLab，絕對足夠讓菁英潮流玩家滿意萬分        					","
2018 年尾時，網上曝光由高橋盾主導的 GYAKUSOU GYAKUSOU x NikeLab Zoom Pegasus 35 Turbo 新款消息，如今，知名情報帳號 @py_news 終於為我們指出將會在 2019 年 2 月 28 日發售。整個輪廓注入 “GYAKUSOU” 字樣及反光設計，除此之外，撞色色系造成的視覺衝擊直至現在依舊濃烈，最後搭配 Zoom Pegasus Turbo 最新科技，提供菁英跑者所需的舒適需求。感興趣的朋友，不妨留意 COOL 後續報導。

 

image via py_news
source  / IG
",https://www.cool-style.com.tw/wd2/archives/387135
"

                    				2019-01-17                    			","
    							除了余文樂潑墨聯名款，adidas UltraBOOST 4.0「陰陽」也很屌不是嗎！        					","
自 MADNESS x adidas UltraBOOST 聯名系列發售之後，鑒於好評，adidas 自然得趁著熱度追加 UltraBOOST 4.0 新色，此次配色方案並不以單一色調組成，反倒以「陰陽式」概念結合 黑/白兩個基礎色。鞋體使用 Primeknit 針織材質做基底，為強調一致，亦運用白色三線 Cage 強化視覺上的相輔相成，最後在以黑色後跟磨砂支架用作延伸，將 BOOST 中底及 Continental 馬牌橡膠大底直接串聯，簡單又不缺失時下最熱的陰陽氛圍。感興趣的朋友，這雙 adidas UltraBOOST 4.0，將在近期於 adidas.com 線上/線下店鋪發售，售價為 $180 美元。

image via hypebeast usa
source / hypebeast
",https://www.cool-style.com.tw/wd2/archives/387118
