商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格(台幣),商品介紹,主要顏色,次要顏色,主色比例,次色比例
52468_BKW,https://www.skechers.com/en-us/style/52468/uno-stacre/bkw,https://image.skechers.com/img/productimages/xlarge/52468_BKW_E.jpg,Men's Uno - Stacre,Skechers,SNEAKERS,Man,70,"Sporty refined style meets air cushioned comfort in the SKECHERS Uno - Stacre shoe. Soft suede, smooth synthetic and mesh fabric upper in a lace up classic jogger style sneaker with stitching and overlay accents. Air Cooled Memory Foam insole, visible air cushioned midsole.
Construction

Soft sport suede upper
Smooth synthetic overlays at front and sides
Lace up jogger-style classic sneaker design
Stitching accents
Suede overlays at front, sides, heel and laces for sporty look
Smooth synthetic with leather-texture finish
Stitched edging trim on suede overlays
Perforation detail on suede heel panel overlay
Heel panel with SKECHERS emboss logo
Heel overlay with fabric pull on top loop
Lace up front 
Soft mesh fabric collar and tongue trim
Padded collar and tongue
Tongue with suede SKECHERS logo label detail
Soft fabric shoe lining
Air Cooled Memory Foam cushioned comfort insole
Classic style midsole with embossed texture detail
Midsole with visible air cushioned shock absorbing heel pad
1 1/2 inch heel height
Flexible traction outsole",,,,
52468_OFWT,https://www.skechers.com/en-us/style/52468/uno-stacre/ofwt,https://image.skechers.com/img/productimages/xlarge/52468_OFWT_E.jpg,Men's Uno - Stacre,Skechers,SNEAKERS,Man,70,"Sporty refined style meets air cushioned comfort in the SKECHERS Uno - Stacre shoe. Soft suede, smooth synthetic and mesh fabric upper in a lace up classic jogger style sneaker with stitching and overlay accents. Air Cooled Memory Foam insole, visible air cushioned midsole.
Construction

Soft sport suede upper
Smooth synthetic overlays at front and sides
Lace up jogger-style classic sneaker design
Stitching accents
Suede overlays at front, sides, heel and laces for sporty look
Smooth synthetic with leather-texture finish
Stitched edging trim on suede overlays
Perforation detail on suede heel panel overlay
Heel panel with SKECHERS emboss logo
Heel overlay with fabric pull on top loop
Lace up front 
Soft mesh fabric collar and tongue trim
Padded collar and tongue
Tongue with suede SKECHERS logo label detail
Soft fabric shoe lining
Air Cooled Memory Foam cushioned comfort insole
Classic style midsole with embossed texture detail
Midsole with visible air cushioned shock absorbing heel pad
1 1/2 inch heel height
Flexible traction outsole",,,,
52458_WNVR,https://www.skechers.com/en-us/style/52458/uno-stand-on-air/wnvr,https://image.skechers.com/img/productimages/xlarge/52458_WNVR_E.jpg,Men's Uno - Stand On Air,Skechers,SNEAKERS,Man,70,"Classic air cushioned style meets updated comfort in the SKECHERS Uno - Stand on Air shoe. Smooth leather-textured synthetic upper in a lace up classic jogger style sneaker with stitching and perforation accents. Air Cooled Memory Foam insole, visible air cushioned midsole.
Construction

Smooth clean leather-textured synthetic 'durabuck' upper
Lace up jogger-style classic sneaker design
Stitching accents
Perforation accents on front panel and collar for cooling effect
Embossed side detailing
Heel panel with S logo
Lace up front 
Padded collar and tongue
Soft fabric shoe lining
Air Cooled Memory Foam cushioned comfort insole
Classic style midsole with embossed texture detail
Midsole with visible air cushioned shock absorbing heel pad
1 1/2 inch heel height
Flexible traction outsole",,,,
52458_BLK,https://www.skechers.com/en-us/style/52458/uno-stand-on-air/blk,https://image.skechers.com/img/productimages/xlarge/52458_BLK_E.jpg,Men's Uno - Stand On Air,Skechers,SNEAKERS,Man,70,"Classic air cushioned style meets updated comfort in the SKECHERS Uno - Stand on Air shoe. Smooth leather-textured synthetic upper in a lace up classic jogger style sneaker with stitching and perforation accents. Air Cooled Memory Foam insole, visible air cushioned midsole.
Construction

Smooth clean leather-textured synthetic 'durabuck' upper
Lace up jogger-style classic sneaker design
Stitching accents
Perforation accents on front panel and collar for cooling effect
Embossed side detailing
Heel panel with S logo
Lace up front 
Padded collar and tongue
Soft fabric shoe lining
Air Cooled Memory Foam cushioned comfort insole
Classic style midsole with embossed texture detail
Midsole with visible air cushioned shock absorbing heel pad
1 1/2 inch heel height
Flexible traction outsole",,,,
52458_WHT,https://www.skechers.com/en-us/style/52458/uno-stand-on-air/wht,https://image.skechers.com/img/productimages/xlarge/52458_WHT_E.jpg,Men's Uno - Stand On Air,Skechers,SNEAKERS,Man,70,"Classic air cushioned style meets updated comfort in the SKECHERS Uno - Stand on Air shoe. Smooth leather-textured synthetic upper in a lace up classic jogger style sneaker with stitching and perforation accents. Air Cooled Memory Foam insole, visible air cushioned midsole.
Construction

Smooth clean leather-textured synthetic 'durabuck' upper
Lace up jogger-style classic sneaker design
Stitching accents
Perforation accents on front panel and collar for cooling effect
Embossed side detailing
Heel panel with S logo
Lace up front 
Padded collar and tongue
Soft fabric shoe lining
Air Cooled Memory Foam cushioned comfort insole
Classic style midsole with embossed texture detail
Midsole with visible air cushioned shock absorbing heel pad
1 1/2 inch heel height
Flexible traction outsole",,,,
52325_GYYL,https://www.skechers.com/en-us/style/52325/zinger-wildview/gyyl,https://image.skechers.com/img/productimages/xlarge/52325_GYYL_E.jpg,Men's Zinger - Wildview,Skechers,SNEAKERS,Man,70,"Classic cool and updated comfort score serious style points with the SKECHERS Zinger - Wildview shoe. Soft suede upper in a lace up classic sporty soccer-styled sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole.
Construction

Smooth clean suede upper
Smooth synthetic contrast colored overlays at sides and heel panel
Lace up sporty classic soccer-inspired sneaker design
Stitching accents
Side perforated panels for cooling effect
Toe and side suede overlay accents
Classic style SKECHERS metallic logo details
Lace up front
Padded collar and tongue
Soft fabric shoe lining
Air Cooled Memory Foam insole
Textured rubber toe bumper front
Cushioned comfort midsole
Flexible rubber turf-styled traction outsole
Throwback collection for a retro style",,,,
51844_BROR,https://www.skechers.com/en-us/style/51844/terrabite/bror,https://image.skechers.com/img/productimages/xlarge/51844_BROR_E.jpg,Men's Terrabite,Skechers,SNEAKERS,Man,70,"Tear into the terrain in sporty style and trail-walking comfort with the SKECHERS Terrabite shoe. Smooth action leather, synthetic and mesh fabric upper in a lace up athletic sporty comfort trail walking and hiking sneaker with stitching and overlay accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction

Smooth durable action leather upper
Tough synthetic overlays
Mesh fabric panels for cooling effect
Water repellent upper design
Lace up front athletic trail hiking comfort sneaker design
Stitching accents
Synthetic toe and heel bumper overlays
Side cutout panels with contrast colored trim
Stabilizing heel and side panels
Pull on heel tab
Lace up front with metal top eyelets
Padded collar and tongue
Air Cooled Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51844_BKCC,https://www.skechers.com/en-us/style/51844/terrabite/bkcc,https://image.skechers.com/img/productimages/xlarge/51844_BKCC_E.jpg,Men's Terrabite,Skechers,SNEAKERS,Man,70,"Tear into the terrain in sporty style and trail-walking comfort with the SKECHERS Terrabite shoe. Smooth action leather, synthetic and mesh fabric upper in a lace up athletic sporty comfort trail walking and hiking sneaker with stitching and overlay accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction

Smooth durable action leather upper
Tough synthetic overlays
Mesh fabric panels for cooling effect
Water repellent upper design
Lace up front athletic trail hiking comfort sneaker design
Stitching accents
Synthetic toe and heel bumper overlays
Side cutout panels with contrast colored trim
Stabilizing heel and side panels
Pull on heel tab
Lace up front with metal top eyelets
Padded collar and tongue
Air Cooled Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51846_GYMT,https://www.skechers.com/en-us/style/51846/terrabite-belmill/gymt,https://image.skechers.com/img/productimages/xlarge/51846_GYMT_E.jpg,Men's Terrabite - Belmill,Skechers,SNEAKERS,Man,75,"Trail-ready comfort meets colorful rugged style in the SKECHERS Terrabite - Belmill shoe. Smooth action leather, synthetic and mesh fabric upper in a lace up athletic sporty comfort trail walking and hiking sneaker with stitching and overlay accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction

Smooth durable action leather upper
Tough synthetic overlays at toe and heel
Mesh fabric panels for cooling effect
Water repellent upper design
Lace up front athletic trail hiking comfort sneaker design
Stitching accents
Side mesh panel with accent color underlay
Side S logo detail
Pull on heel tab
Lace up front
Padded collar and tongue
Air Cooled Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
Midsole and outsole with matching color details
High traction rubber flexible trail outsole",,,,
51893_BBK,https://www.skechers.com/en-us/style/51893/relaxed-fit-oak-canyon/bbk,https://image.skechers.com/img/productimages/xlarge/51893_BBK_E.jpg,Men's Relaxed Fit: Oak Canyon,Skechers,SNEAKERS,Man,60,"Walk and work out in comfort and sporty style with the SKECHERS Relaxed Fit?: Oak Canyon shoe. Smooth sport suede, synthetic and mesh fabric upper in a lace up athletic sporty comfort fitness and walking sneaker with stitching and overlay accents. Memory Foam insole, comfort cushioned midsole.
Construction

Smooth durable sport suede upper
Tough synthetic overlays at toe and heel
Mesh fabric front and side panels for cooling effect
Lace up front athletic walking and training comfort sneaker design
Stitching accents
Side contrast colored trim and stitching detail
Stabilizing heel and side panels
Pull on heel tab
Lace up front with metal top eyelets
Padded collar and tongue
Relaxed Fit? design for roomy comfortable fit
Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive athletic midsole design
Stabilized midfoot panel
High traction rubber flexible outsole",,,,
51893_CCBK,https://www.skechers.com/en-us/style/51893/relaxed-fit-oak-canyon/ccbk,https://image.skechers.com/img/productimages/xlarge/51893_CCBK_E.jpg,Men's Relaxed Fit: Oak Canyon,Skechers,SNEAKERS,Man,60,"Walk and work out in comfort and sporty style with the SKECHERS Relaxed Fit?: Oak Canyon shoe. Smooth sport suede, synthetic and mesh fabric upper in a lace up athletic sporty comfort fitness and walking sneaker with stitching and overlay accents. Memory Foam insole, comfort cushioned midsole.
Construction

Smooth durable sport suede upper
Tough synthetic overlays at toe and heel
Mesh fabric front and side panels for cooling effect
Lace up front athletic walking and training comfort sneaker design
Stitching accents
Side contrast colored trim and stitching detail
Stabilizing heel and side panels
Pull on heel tab
Lace up front with metal top eyelets
Padded collar and tongue
Relaxed Fit? design for roomy comfortable fit
Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive athletic midsole design
Stabilized midfoot panel
High traction rubber flexible outsole",,,,
51893_CHBK,https://www.skechers.com/en-us/style/51893/relaxed-fit-oak-canyon/chbk,https://image.skechers.com/img/productimages/xlarge/51893_CHBK_E.jpg,Men's Relaxed Fit: Oak Canyon,Skechers,SNEAKERS,Man,60,"Walk and work out in comfort and sporty style with the SKECHERS Relaxed Fit?: Oak Canyon shoe. Smooth sport suede, synthetic and mesh fabric upper in a lace up athletic sporty comfort fitness and walking sneaker with stitching and overlay accents. Memory Foam insole, comfort cushioned midsole.
Construction

Smooth durable sport suede upper
Tough synthetic overlays at toe and heel
Mesh fabric front and side panels for cooling effect
Lace up front athletic walking and training comfort sneaker design
Stitching accents
Side contrast colored trim and stitching detail
Stabilizing heel and side panels
Pull on heel tab
Lace up front with metal top eyelets
Padded collar and tongue
Relaxed Fit? design for roomy comfortable fit
Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive athletic midsole design
Stabilized midfoot panel
High traction rubber flexible outsole",,,,
51893_NVBK,https://www.skechers.com/en-us/style/51893/relaxed-fit-oak-canyon/nvbk,https://image.skechers.com/img/productimages/xlarge/51893_NVBK_E.jpg,Men's Relaxed Fit: Oak Canyon,Skechers,SNEAKERS,Man,60,"Walk and work out in comfort and sporty style with the SKECHERS Relaxed Fit?: Oak Canyon shoe. Smooth sport suede, synthetic and mesh fabric upper in a lace up athletic sporty comfort fitness and walking sneaker with stitching and overlay accents. Memory Foam insole, comfort cushioned midsole.
Construction

Smooth durable sport suede upper
Tough synthetic overlays at toe and heel
Mesh fabric front and side panels for cooling effect
Lace up front athletic walking and training comfort sneaker design
Stitching accents
Side contrast colored trim and stitching detail
Stabilizing heel and side panels
Pull on heel tab
Lace up front with metal top eyelets
Padded collar and tongue
Relaxed Fit? design for roomy comfortable fit
Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive athletic midsole design
Stabilized midfoot panel
High traction rubber flexible outsole",,,,
51893_GYW,https://www.skechers.com/en-us/style/51893/relaxed-fit-oak-canyon/gyw,https://image.skechers.com/img/productimages/xlarge/51893_GYW_E.jpg,Men's Relaxed Fit: Oak Canyon,Skechers,SNEAKERS,Man,60,"Walk and work out in comfort and sporty style with the SKECHERS Relaxed Fit?: Oak Canyon shoe. Smooth sport suede, synthetic and mesh fabric upper in a lace up athletic sporty comfort fitness and walking sneaker with stitching and overlay accents. Memory Foam insole, comfort cushioned midsole.
Construction

Smooth durable sport suede upper
Tough synthetic overlays at toe and heel
Mesh fabric front and side panels for cooling effect
Lace up front athletic walking and training comfort sneaker design
Stitching accents
Side contrast colored trim and stitching detail
Stabilizing heel and side panels
Pull on heel tab
Lace up front with metal top eyelets
Padded collar and tongue
Relaxed Fit? design for roomy comfortable fit
Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive athletic midsole design
Stabilized midfoot panel
High traction rubber flexible outsole",,,,
51893_BRBK,https://www.skechers.com/en-us/style/51893/relaxed-fit-oak-canyon/brbk,https://image.skechers.com/img/productimages/xlarge/51893_BRBK_E.jpg,Men's Relaxed Fit: Oak Canyon,Skechers,SNEAKERS,Man,60,"Walk and work out in comfort and sporty style with the SKECHERS Relaxed Fit?: Oak Canyon shoe. Smooth sport suede, synthetic and mesh fabric upper in a lace up athletic sporty comfort fitness and walking sneaker with stitching and overlay accents. Memory Foam insole, comfort cushioned midsole.
Construction

Smooth durable sport suede upper
Tough synthetic overlays at toe and heel
Mesh fabric front and side panels for cooling effect
Lace up front athletic walking and training comfort sneaker design
Stitching accents
Side contrast colored trim and stitching detail
Stabilizing heel and side panels
Pull on heel tab
Lace up front with metal top eyelets
Padded collar and tongue
Relaxed Fit? design for roomy comfortable fit
Memory Foam cushioned comfort insole
Well cushioned flexible shock absorbing midsole
Stabilized supportive athletic midsole design
Stabilized midfoot panel
High traction rubber flexible outsole",,,,
51586_CAMO,https://www.skechers.com/en-us/style/51586/relaxed-fit-outland-2-0/camo,https://image.skechers.com/img/productimages/xlarge/51586_CAMO_F.jpg,Men's Relaxed Fit: Outland 2.0,Skechers,SNEAKERS,Man,70,"Conquer any challenge in updated style and comfort with the SKECHERS Relaxed Fit?: Outland 2.0 shoe. Smooth action leather, synthetic and camouflage print fabric upper in a lace up athletic sporty comfort trail hiking sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction
Smooth durable action leather upper
Tough synthetic overlays
Camouflage fabric panels for cooling effect
Lace up front athletic trail hiking comfort sneaker design
Stitching accents
Synthetic toe and heel bumper overlays
Perforation accents on front and side panels
Contrast colored suede panels on sides
Side S logo
Water resistant upper design
Pull on heel tab
Lace up front with metal eyelets
Padded collar and tongue
Relaxed Fit ? design with added comfort
Roomier comfortable fit
Air Cooled Memory Foam cushioned comfort insole
Lightweight flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51589_CCBK,https://www.skechers.com/en-us/style/51589/relaxed-fit-outland-2-0/ccbk,https://image.skechers.com/img/productimages/xlarge/51589_CCBK_E.jpg,Men's Relaxed Fit: Outland 2.0,Skechers,SNEAKERS,Man,75,"Conquer any challenge in updated style and comfort with the SKECHERS Relaxed Fit?: Outland 2.0 shoe. Smooth action leather, synthetic and mesh fabric upper in a lace up athletic sporty comfort trail hiking sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction
Smooth durable action leather upper
Tough synthetic overlays
Woven mesh fabric panels for cooling effect
Lace up front athletic trail hiking comfort sneaker design
Stitching accents
Synthetic toe and heel bumper overlays
Perforation accents on front and side panels
Contrast colored overlay detail on sides
Side S logo
Water resistant upper design
Contrast web fabric detail at sides, heel and laces
Lace up front 
Padded collar and tongue
Relaxed Fit ? design with added comfort
Roomier comfortable fit
Air Cooled Memory Foam cushioned comfort insole
Lightweight flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51589_TPBR,https://www.skechers.com/en-us/style/51589/relaxed-fit-outland-2-0/tpbr,https://image.skechers.com/img/productimages/xlarge/51589_TPBR_E.jpg,Men's Relaxed Fit: Outland 2.0,Skechers,SNEAKERS,Man,75,"Conquer any challenge in updated style and comfort with the SKECHERS Relaxed Fit?: Outland 2.0 shoe. Smooth action leather, synthetic and mesh fabric upper in a lace up athletic sporty comfort trail hiking sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction
Smooth durable action leather upper
Tough synthetic overlays
Woven mesh fabric panels for cooling effect
Lace up front athletic trail hiking comfort sneaker design
Stitching accents
Synthetic toe and heel bumper overlays
Perforation accents on front and side panels
Contrast colored overlay detail on sides
Side S logo
Water resistant upper design
Contrast web fabric detail at sides, heel and laces
Lace up front 
Padded collar and tongue
Relaxed Fit ? design with added comfort
Roomier comfortable fit
Air Cooled Memory Foam cushioned comfort insole
Lightweight flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51585_TPBK,https://www.skechers.com/en-us/style/51585/relaxed-fit-outland-2-0-rip-staver/tpbk,https://image.skechers.com/img/productimages/xlarge/51585_TPBK_F.jpg,Men's Relaxed Fit: Outland 2.0 - Rip-Staver,Skechers,SNEAKERS,Man,75,"Take on all the terrain in upgraded style and comfort with the SKECHERS Relaxed Fit?: Outland 2.0 - Rip-Staver shoe. Smooth action leather, synthetic and ripstop mesh fabric upper in a lace up athletic sporty comfort trail hiking sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction

Smooth durable action leather upper
Tough synthetic overlays
Ripstop textured mesh fabric panels for cooling effect
Lace up front athletic trail hiking comfort sneaker design
Water repellent treated upper
Stitching accents
Synthetic toe, side and heel bumper overlays
Perforation accents on front and side panels
Contrast colored panels on sides
Side S logo
Pull on heel tab
Lace up front with metal eyelets
Padded collar and tongue
Relaxed Fit ? design with added comfort
Roomier comfortable fit
Air Cooled Memory Foam cushioned comfort insole
Lightweight flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51585_CHAR,https://www.skechers.com/en-us/style/51585/relaxed-fit-outland-2-0-rip-staver/char,https://image.skechers.com/img/productimages/xlarge/51585_CHAR_E.jpg,Men's Relaxed Fit: Outland 2.0 - Rip-Staver,Skechers,SNEAKERS,Man,75,"Take on all the terrain in upgraded style and comfort with the SKECHERS Relaxed Fit?: Outland 2.0 - Rip-Staver shoe. Smooth action leather, synthetic and ripstop mesh fabric upper in a lace up athletic sporty comfort trail hiking sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction

Smooth durable action leather upper
Tough synthetic overlays
Ripstop textured mesh fabric panels for cooling effect
Lace up front athletic trail hiking comfort sneaker design
Water repellent treated upper
Stitching accents
Synthetic toe, side and heel bumper overlays
Perforation accents on front and side panels
Contrast colored panels on sides
Side S logo
Pull on heel tab
Lace up front with metal eyelets
Padded collar and tongue
Relaxed Fit ? design with added comfort
Roomier comfortable fit
Air Cooled Memory Foam cushioned comfort insole
Lightweight flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51610_BRBK,https://www.skechers.com/en-us/style/51610/relaxed-fit-outland-2-0-stallwood/brbk,https://image.skechers.com/img/productimages/xlarge/51610_BRBK_E.jpg,Men's Relaxed Fit: Outland 2.0 - Stallwood,Skechers,SNEAKERS,Man,75,"Tame some terrain wearing the trail-capable style and easy walking comfort of the SKECHERS Relaxed Fit?: Outland 2.0 - Stallwood shoe. Smooth action leather, synthetic and ripstop mesh fabric upper in a lace up athletic sporty comfort trail hiking sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction
Smooth durable action leather upper
Tough synthetic overlays
Ripstop textured mesh fabric panels for cooling effect
Lace up front athletic trail hiking comfort sneaker design
Water repellent treated upper
Stitching accents
Synthetic toe and heel bumper overlays
Perforation accents on front and side panels
Contrast colored mesh and synthetic panels on sides
Side S logo
Pull on heel tab
Lace up front with metal top eyelet
Padded collar and tongue
Relaxed Fit ? design with added comfort
Roomier comfortable fit
Air Cooled Memory Foam cushioned comfort insole
Lightweight flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51610_CCBK,https://www.skechers.com/en-us/style/51610/relaxed-fit-outland-2-0-stallwood/ccbk,https://image.skechers.com/img/productimages/xlarge/51610_CCBK_E.jpg,Men's Relaxed Fit: Outland 2.0 - Stallwood,Skechers,SNEAKERS,Man,75,"Tame some terrain wearing the trail-capable style and easy walking comfort of the SKECHERS Relaxed Fit?: Outland 2.0 - Stallwood shoe. Smooth action leather, synthetic and ripstop mesh fabric upper in a lace up athletic sporty comfort trail hiking sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction
Smooth durable action leather upper
Tough synthetic overlays
Ripstop textured mesh fabric panels for cooling effect
Lace up front athletic trail hiking comfort sneaker design
Water repellent treated upper
Stitching accents
Synthetic toe and heel bumper overlays
Perforation accents on front and side panels
Contrast colored mesh and synthetic panels on sides
Side S logo
Pull on heel tab
Lace up front with metal top eyelet
Padded collar and tongue
Relaxed Fit ? design with added comfort
Roomier comfortable fit
Air Cooled Memory Foam cushioned comfort insole
Lightweight flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51587_BRTP,https://www.skechers.com/en-us/style/51587/outland-2-0-girvin/brtp,https://image.skechers.com/img/productimages/xlarge/51587_BRTP_E.jpg,Men's Outland 2.0 - Girvin,Skechers,SNEAKERS,Man,80,"Blaze more trails in the long lasting comfort and offroad-capable style of the SKECHERS Relaxed Fit?: Outland 2.0 - Girvin shoe. Smooth action leather, synthetic and ripstop mesh fabric upper in a lace up athletic sporty comfort trail hiking mid top sneaker with stitching, overlay and perforation accents. Air Cooled Memory Foam insole, comfort all terrain outsole.
Construction

Smooth durable action leather upper
Tough synthetic overlays
Ripstop textured mesh fabric panels for cooling effect
Lace up front athletic trail hiking comfort mid top sneaker design
Water repellent treated upper
Stitching accents
Synthetic toe, side and heel bumper overlays
Perforation accents on front and side panels
Contrast colored panels on sides
Side S logo
Pull on heel tab
Lace up front with metal eyelets
Padded collar and tongue
Relaxed Fit ? design with added comfort
Roomier comfortable fit
Air Cooled Memory Foam cushioned comfort insole
Lightweight flexible shock absorbing midsole
Stabilized supportive trail style midsole design
Stabilized midfoot panel
High traction rubber flexible trail outsole",,,,
51292_BRN,https://www.skechers.com/en-us/style/51292/relaxed-fit-rig-mountain-top/brn,https://image.skechers.com/img/productimages/xlarge/51292_BRN_E.jpg,Men's Relaxed Fit: Rig - Mountain Top,Skechers,SNEAKERS,Man,75,"Sporty style reaches the summit of comfort with the SKECHERS Relaxed Fit?: Rig - Mountain Top shoe. Soft suede upper in a sporty casual slip on moc with stitching and overlay accents. Memory Foam insole.
Construction

Soft oiled pigskin sport suede upper
Slip on sporty casual comfort loafer moc design
Stitching accents
Front and side perforation accents for cooling effect
Suede overlays at toe, top and sides
Embossed side S logo
Ripstop fabric collar trim
Heel pull on loop
Dual side elastic fabric panels for easy slip on fit
Padded collar
Soft fabric shoe lining
Relaxed Fit? design for roomy comfortable fit
Memory Foam topped cushioned comfort insole
Shock absorbing supportive midsole
Flexible rubber multi-terrain traction outsole
Built in 1 1/4 inch heel",,,,
52697_GYBK,https://www.skechers.com/en-us/style/52697/after-burn-m-fit-air/gybk,https://image.skechers.com/img/productimages/xlarge/52697_GYBK_F.jpg,Men's After Burn M Fit Air,Skechers,SNEAKERS,Man,70,"A classic athletic trainer gets air cooled and cushioned with the SKECHERS After Burn M Fit Air shoe. Smooth nubuck leather, synthetic and mesh fabric upper in a lace up athletic training sneaker with stitching and overlay accents. Visible air cushioned heel, Air Cooled Memory Foam insole.
Construction

Smooth leather upper
Synthetic toe, heel and side overlays for added durability
Mesh fabric panels for cooling effect
Lace up athletic training sneaker design
Stitching accents
Leather overlays at toe, sides and heel
Side S and Skechers logo detailing
Lace up front
Padded collar and tongue
Soft fabric shoe lining
Air Cooled Memory Foam cushioned comfort insole
Shock absorbing supportive flexible midsole
Translucent heel visible air cushioned shock absorber
Air cushioned heel for added comfort
Flexible rubber high traction outsole
1 1/2 inch heel
Weight: 10 oz. per shoe in a men's size 9",,,,
50120_BKCC,https://www.skechers.com/en-us/style/50120/after-burn-memory-fit-geardo/bkcc,https://image.skechers.com/img/productimages/xlarge/50120_BKCC_E.jpg,Men's After Burn Memory Fit - Geardo,Skechers,SNEAKERS,Man,75,"Classic style with up to date technology and comfort comes in the SKECHERS After Burn Memory Fit - Geardo shoe. Smooth leather, synthetic and mesh fabric upper in a lace up athletic sporty training high top sneaker with stitching and overlay accents. Memory Foam insole, Articu-Lyte sole.
Construction

Smooth leather upper
Lightly textured durable synthetic overlays
Mesh fabric front and side panels for cooling effect
Lace up athletic sporty training mid high top sneaker design
Stitching accents
Reinforced synthetic overlays at toe and heel
Leather and synthetic overlay detail at front and sides
Side SKECHERS logo
Lace up front with metal top eyelets
Padded collar and tongue
Mid high cut design for added stability and comfort
Soft fabric shoe lining
Air Cooled Memory Foam full length cushioned comfort insole
Articu-Lyte shock absorbing supportive flexible midsole
Flexible rubber high traction outsole
1 1/2 inch built in heel
Weight: 11 oz. per shoe in a men's size 9",,,,
50120_BRBK,https://www.skechers.com/en-us/style/50120/after-burn-memory-fit-geardo/brbk,https://image.skechers.com/img/productimages/xlarge/50120_BRBK_E.jpg,Men's After Burn Memory Fit - Geardo,Skechers,SNEAKERS,Man,75,"Classic style with up to date technology and comfort comes in the SKECHERS After Burn Memory Fit - Geardo shoe. Smooth leather, synthetic and mesh fabric upper in a lace up athletic sporty training high top sneaker with stitching and overlay accents. Memory Foam insole, Articu-Lyte sole.
Construction

Smooth leather upper
Lightly textured durable synthetic overlays
Mesh fabric front and side panels for cooling effect
Lace up athletic sporty training mid high top sneaker design
Stitching accents
Reinforced synthetic overlays at toe and heel
Leather and synthetic overlay detail at front and sides
Side SKECHERS logo
Lace up front with metal top eyelets
Padded collar and tongue
Mid high cut design for added stability and comfort
Soft fabric shoe lining
Air Cooled Memory Foam full length cushioned comfort insole
Articu-Lyte shock absorbing supportive flexible midsole
Flexible rubber high traction outsole
1 1/2 inch built in heel
Weight: 11 oz. per shoe in a men's size 9",,,,
